#,Número de artículo,Descripción del artículo,En stock,Último precio de compra,Ubicacion
308,R000295,Válvula de pedal 5/2,1.0000,0.000000,E2.2 - 15
309,R000296,"Válvula solenoide 1/4 NPT, AC 220 V",1.0000,0.000000,E2.2 - 15
310,R000297,Bombilla de 23 W,0.0000,0.000000,E2.2 - 16
311,R000298,Capacitor de 0.22 mF,1.0000,0.000000,E2.2 - 16
312,R000299,Espiga para bobina MPM,2.0000,0.000000,E2.2 - 16
313,R000300,Interruptor de presión de punto 115VAC – 50 PSIG,1.0000,0.000000,E2.2 - 16
314,R000301,Interruptor de presión de punto 60 PSI,3.0000,0.000000,E2.2 - 16
315,R000302,Interruptor para BIBRA,2.0000,0.000000,E2.2 - 16
316,R000303,Lubricador de presión EY25-2,1.0000,0.000000,E2.2 - 16
317,R000304,Termostato W54,1.0000,0.000000,E2.2 - 16
318,R000305,Thermoswitch PS115,1.0000,0.000000,E2.2 - 16
319,R000306,"Vacuometro MARSH 2.5” x 1/4” NPT, 30 x 30”Hg x PSI",1.0000,0.000000,E2.2 - 16
320,R000307,Bobina de 24V,32.0000,0.000000,E2.2 - 19
321,R000308,"Electro Válvula 0.15-0.8 Mpa, 5/2 DC 24V de 1/8”",1.0000,0.000000,E2.2 - 19
322,R000309,Válvula 3/2 para barniz,2.0000,0.000000,E2.2 - 19
323,R000310,Válvula 5/2 de 1/4”,2.0000,0.000000,E2.2 - 19
324,R000311,Rodamiento 108TV,2.0000,0.000000,E2.3 - 01
325,R000312,Rodamiento 51101,4.0000,0.000000,E2.3 - 01
326,R000313,Rodamiento 51105,2.0000,0.000000,E2.3 - 01
327,R000314,Rodamiento 51106,0.0000,0.000000,E2.3 - 01
328,R000315,Rodamiento 6002,6.0000,23.215000,E2.3 - 01
329,R000316,Rodamiento 607,11.0000,0.000000,E2.3 - 01
330,R000317,Rodamiento 608,30.0000,14.732000,E2.3 - 01
331,R000318,Rodamiento 609,4.0000,0.000000,E2.3 - 01
332,R000319,Rodamiento 61803,5.0000,0.000000,E2.3 - 01
333,R000320,Rodamiento 6205,4.0000,0.000000,E2.3 - 01
334,R000321,Rodamiento 624,10.0000,0.000000,E2.3 - 01
335,R000322,Rodamiento 625,11.0000,0.000000,E2.3 - 01
336,R000323,Rodamiento 626,46.0000,17.857200,E2.3 - 01
337,R000324,Rodamiento 6300,4.0000,0.000000,E2.3 - 01
338,R000325,Rodamiento 6301,4.0000,26.785000,E2.3 - 01
339,R000326,Rodamiento 6302,2.0000,0.000000,E2.3 - 01
340,R000327,Rodamiento 6804/61804,6.0000,0.000000,E2.3 - 01
341,R000328,Rodamiento 685,17.0000,0.000000,E2.3 - 01
342,R000329,Rodamiento 696,24.0000,0.000000,E2.3 - 01
343,R000330,Rodamiento 699,4.0000,0.000000,E2.3 - 01
344,R000331,Rodamiento 7200B,2.0000,0.000000,E2.3 - 01
345,R000332,Rodamiento 8312,1.0000,0.000000,E2.3 - 01
346,R000333,Rodamiento NU204,2.0000,0.000000,E2.3 - 01
347,R000334,Rodamiento 16003,1.0000,0.000000,E2.3 - 02
348,R000335,Rodamiento 30B – C5,1.0000,0.000000,E2.3 - 02
349,R000336,Rodamiento 51100,2.0000,0.000000,E2.3 - 02
350,R000337,Rodamiento 6001,2.0000,0.000000,E2.3 - 02
351,R000338,Rodamiento 6003,3.0000,219.643333,E2.3 - 02
352,R000339,Rodamiento 607,88.0000,0.000000,E2.3 - 02
353,R000340,Rodamiento 6100 / 61900,9.0000,80.357500,E2.3 - 02
354,R000341,Rodamiento 62203,1.0000,0.000000,E2.3 - 02
355,R000342,Rodamiento 628,13.0000,0.000000,E2.3 - 02
356,R000343,Rodamiento 7202B,1.0000,0.000000,E2.3 - 02
357,R000344,Rodamiento LM29749/711/Q,2.0000,0.000000,E2.3 - 02
358,R000345,Rodamiento 2203,2.0000,0.000000,E2.3 - 03
359,R000346,Rodamiento 3202,1.0000,0.000000,E2.3 - 03
360,R000347,Rodamiento 6000 zz,20.0000,17.856667,E2.3 - 03
361,R000348,Rodamiento 6004,5.0000,0.000000,E2.3 - 03
362,R000349,Rodamiento 6203,4.0000,0.000000,E2.3 - 03
363,R000350,Rodamiento 6902,4.0000,0.000000,E2.3 - 03
364,R000351,Rodamiento 6904,0.0000,0.000000,E2.3 - 03
365,R000352,Rodamiento 6808 ZZ,12.0000,0.000000,E2.3 - 03
366,R000353,Rodamiento 6807 ZZ,12.0000,0.000000,E2.3 - 03
367,R000354,Rodamiento 6805 ZZ,24.0000,0.000000,E2.3 - 03
368,R000355,Rodamiento 6010 2RS,5.0000,84.822500,E2.3 - 03
369,R000356,Rodamiento NA 6903,12.0000,0.000000,E2.3 - 03
370,R000357,Rodamiento 204,1.0000,0.000000,E2.3 - 04
371,R000358,Rodamiento 2202,2.0000,0.000000,E2.3 - 04
372,R000359,Rodamiento 3205 A-2R1TN9,0.0000,0.000000,E2.3 - 04
373,R000360,Rodamiento 4023,1.0000,0.000000,E2.3 - 04
374,R000361,Rodamiento 51106,4.0000,0.000000,E2.3 - 04
375,R000362,Rodamiento 606,0.0000,0.000000,E2.3 - 04
376,R000363,Rodamiento 6200,3.0000,0.000000,E2.3 - 04
377,R000364,Rodamiento 6204,6.0000,0.000000,E2.3 - 04
378,R000365,Rodamiento 6206,3.0000,0.000000,E2.3 - 04
379,R000366,Rodamiento 6305,1.0000,0.000000,E2.3 - 04
380,R000367,Rodamiento 6306,0.0000,0.000000,E2.3 - 04
381,R000368,Rodamiento 6900,7.0000,0.000000,E2.3 - 04
382,R000369,Rodamiento VXB CSK30,1.0000,0.000000,E2.3 - 04
383,R000370,Rodamiento NA 6903,2.0000,0.000000,E2.3 - 05
384,R000371,Rodamiento 16004,1.0000,0.000000,E2.3 - 05
385,R000372,Rodamiento 203P,3.0000,0.000000,E2.3 - 05
386,R000373,Rodamiento 2204,2.0000,0.000000,E2.3 - 05
387,R000374,Rodamiento 5020 HK,1.0000,0.000000,E2.3 - 05
388,R000375,Rodamiento 6005,2.0000,0.000000,E2.3 - 05
389,R000376,Rodamiento 6006,4.0000,0.000000,E2.3 - 05
390,R000377,Rodamiento 6015 2RS,1.0000,0.000000,E2.3 - 05
391,R000378,Rodamiento 6201,1.0000,0.000000,E2.3 - 05
392,R000379,Rodamiento 6202,12.0000,21.428750,E2.3 - 05
393,R000380,Rodamiento 6304,0.0000,0.000000,E2.3 - 05
394,R000381,Rodamiento 6803,17.0000,0.000000,E2.3 - 05
395,R000382,Rodamiento 6805 RS,0.0000,0.000000,E2.3 - 05
396,R000383,Rodamiento 7003AC,8.0000,0.000000,E2.3 - 05
397,R000384,Rodamiento 1207,1.0000,0.000000,E2.3 - 06
398,R000385,Rodamiento 1209K,3.0000,0.000000,E2.3 - 06
399,R000386,Rodamiento 16007,2.0000,0.000000,E2.3 - 06
400,R000387,Rodamiento 16009,1.0000,0.000000,E2.3 - 06
401,R000388,Rodamiento 6007,1.0000,0.000000,E2.3 - 06
402,R000389,Rodamiento 6009,3.0000,0.000000,E2.3 - 06
403,R000390,Rodamiento 61810/6810,4.0000,0.000000,E2.3 - 06
404,R000391,Rodamiento 6209,1.0000,0.000000,E2.3 - 06
405,R000392,Rodamiento 6307,1.0000,0.000000,E2.3 - 06
406,R000393,Rodamiento axk 4565,1.0000,0.000000,E2.3 - 06
407,R000394,Rodamiento HK1010,1.0000,0.000000,E2.3 - 06
408,R000395,Rodamiento HK1812 B,4.0000,0.000000,E2.3 - 06
409,R000396,Fideo para Orines de 6 mm en metros,0.0000,0.000000,E2.3 - 07
410,R000397,O ´ring 50V 1/8” x 44,45.0000,0.000000,E2.3 - 07
411,R000398,O 'ring de 03 x 45 mm,0.0000,0.000000,E2.3 - 07
412,R000399,O 'ring de 1 x 11 mm,0.0000,0.000000,E2.3 - 07
413,R000400,O 'ring de 1 x 32 mm,9.0000,0.000000,E2.3 - 07
414,R000401,O 'ring de 1 x 38 mm,10.0000,0.000000,E2.3 - 07
415,R000402,O 'ring de 1.0 x 45 mm,49.0000,0.000000,E2.3 - 07
416,R000403,O 'ring de 1.5 x 07 mm,0.0000,0.000000,E2.3 - 07
417,R000404,O 'ring de 1.5 x 11 mm,1.0000,0.000000,E2.3 - 07
418,R000405,O 'ring de 1.5 x 17.5 mm,1.0000,0.000000,E2.3 - 07
419,R000406,O 'ring de 1.5 x 18 mm,2.0000,0.000000,E2.3 - 07
420,R000407,O 'ring de 1.5 x 50 mm,0.0000,0.000000,E2.3 - 07
421,R000408,O 'ring de 1/16”  x 7/16”,0.0000,0.000000,E2.3 - 07
422,R000409,O 'ring de 1/16” x 1/2”,9.0000,0.000000,E2.3 - 07
423,R000410,O 'ring de 1/8” x 2 1/2”,4.0000,0.000000,E2.3 - 07
424,R000411,O 'ring de 1/8” x 3/4” mm,1.0000,0.000000,E2.3 - 07
425,R000412,O 'ring de 1/8” x 7/16”,3.0000,0.000000,E2.3 - 07
426,R000413,O 'ring de 2.0 x 04 mm,12.0000,0.000000,E2.3 - 07
427,R000414,O 'ring de 2.0 x 06 mm,7.0000,0.000000,E2.3 - 07
428,R000415,O 'ring de 2.0 x 07 mm,19.0000,0.000000,E2.3 - 07
429,R000416,O 'ring de 2.0 x 11 mm,2.0000,0.000000,E2.3 - 07
430,R000417,O 'ring de 2.0 x 17 mm,2.0000,0.000000,E2.3 - 07
431,R000418,O 'ring de 2.0 x 20 mm,1.0000,0.000000,E2.3 - 07
432,R000419,O 'ring de 2.0 x 22 mm,3.0000,0.000000,E2.3 - 07
433,R000420,O 'ring de 2.0 x 24 mm,2.0000,0.000000,E2.3 - 07
434,R000421,O 'ring de 2.0 x 32 mm,1.0000,0.000000,E2.3 - 07
435,R000422,O 'ring de 2.0 x 35 mm,2.0000,0.000000,E2.3 - 07
436,R000423,O 'ring de 2.0 x 44 mm,13.0000,0.000000,E2.3 - 07
437,R000424,O 'ring de 2.5 x 08 mm,6.0000,0.000000,E2.3 - 07
438,R000425,O 'ring de 2.5 x 10 mm,3.0000,0.000000,E2.3 - 07
439,R000426,O 'ring de 2.5 x 14 mm,5.0000,0.000000,E2.3 - 07
440,R000427,O 'ring de 2.5 x 15 mm,2.0000,0.000000,E2.3 - 07
441,R000428,O 'ring de 2.5 x 16 mm,4.0000,0.000000,E2.3 - 07
442,R000429,O 'ring de 2.5 x 18 mm,7.0000,0.000000,E2.3 - 07
443,R000430,O 'ring de 2.5 x 45 mm,4.0000,0.000000,E2.3 - 07
444,R000431,O 'ring de 3.0 x 12 mm,6.0000,0.000000,E2.3 - 07
445,R000432,O 'ring de 3.0 x 14 mm,5.0000,0.000000,E2.3 - 07
446,R000433,O 'ring de 3.0 x 15 mm,1.0000,0.000000,E2.3 - 07
447,R000434,O 'ring de 3.0 x 32 mm,1.0000,0.000000,E2.3 - 07
448,R000435,O 'ring de 3.0 x 38 mm,3.0000,0.000000,E2.3 - 07
449,R000436,O 'ring de 3.0 x 60 mm,1.0000,0.000000,E2.3 - 07
450,R000437,O 'ring de 3.0 x 65 mm,6.0000,0.000000,E2.3 - 07
451,R000438,O 'ring de 3.4 x 42 mm,4.0000,0.000000,E2.3 - 07
452,R000439,O 'ring de 3.5 x 18 mm,5.0000,0.000000,E2.3 - 07
453,R000440,O 'ring de 3.5 x 19 mm,2.0000,0.000000,E2.3 - 07
454,R000441,O 'ring de 3.5 x 20 mm,2.0000,0.000000,E2.3 - 07
455,R000442,O 'ring de 3.5 x 25 mm,2.0000,0.000000,E2.3 - 07
456,R000443,O 'ring de 3.5 x 28 mm,1.0000,0.000000,E2.3 - 07
457,R000444,O 'ring de 3.5 x 34 mm,5.0000,0.000000,E2.3 - 07
458,R000445,O 'ring de 3.5 x 36 mm,0.0000,0.000000,E2.3 - 07
459,R000446,O 'ring de 3.5 x 50 mm,1.0000,0.000000,E2.3 - 07
460,R000447,O 'ring de 3.5 x 56.6 mm,3.0000,0.000000,E2.3 - 07
461,R000448,O 'ring de 3/32” x 3/4”,0.0000,0.000000,E2.3 - 07
462,R000449,O 'ring de 4.0 x 34 mm,6.0000,0.000000,E2.3 - 07
463,R000450,O 'ring de 4.0 x 40 mm,1.0000,0.000000,E2.3 - 07
464,R000451,O 'ring de 4.0 x 55 mm,4.0000,0.000000,E2.3 - 07
465,R000452,O 'ring de 6.0 x 200 mm,1.0000,0.000000,E2.3 - 07
466,R000453,O 'ring de 6.0 x 64 mm,2.0000,0.000000,E2.3 - 07
467,R000454,O 'ring de 7/16” x 3/32”,6.0000,0.000000,E2.3 - 07
468,R000455,O 'ring de 8 – 2N x 8 mm,18.0000,0.000000,E2.3 - 07
469,R000456,O 'ring plano 32 x 40 x 3.0 mm,0.0000,0.000000,E2.3 - 07
470,R000457,"Fideo de 1/4” para o ring, pies",13.0000,0.000000,E2.3 - 07
471,R000458,"Fideo de 1/8” para o ring, pies",7.0000,0.000000,E2.3 - 07
472,R000459,Arandela de seguridad MB3 de 17 mm,1.0000,0.000000,E2.3 - 08
473,R000460,Seguro para eje 1/2”,1.0000,0.000000,E2.3 - 08
474,R000461,Seeger interior 1”,2.0000,0.000000,E2.3 - 08
475,R000462,Seeger interior  47 MM,2.0000,0.000000,E2.3 - 08
476,R000463,Seeger exterior 45 mm,4.0000,0.000000,E2.3 - 08
477,R000464,Tope para eje de 5mm,6.0000,0.000000,E2.3 - 08
478,R000465,Seeger interior 1/4”,7.0000,0.000000,E2.3 - 08
479,R000466,Seeger interior 1 1/2”,13.0000,0.000000,E2.3 - 08
480,R000467,Seeger interior 1 1/4”,35.0000,0.000000,E2.3 - 08
481,R000468,Seguro Pin de expansión agujero Ø4 mm,1.0000,0.000000,E2.3 - 08
482,R000469,Kit de sellos para cilindro de 8.00 mm Parker,1.0000,0.000000,E2.3 - 09
483,R000470,Kit de sellos para cilindro de 8.00 mm,3.0000,0.000000,E2.3 - 09
484,R000471,Arandela plana plástica de 18 x 13 x 2.0 mm,5.0000,0.000000,E2.3 - 09
485,R000472,Anillos de caucho de 31 x 20 x 3.0 mm,49.0000,0.000000,E2.3 - 09
486,R000473,Anillos de caucho de 20 x 11 x 2.0 mm,50.0000,0.000000,E2.3 - 09
487,R000474,Castigador M4 x 4 mm,2.0000,0.000000,E2.3 - 09
488,R000475,Arandela plana BELLE VILLE 51.2 x 100 x 5.7 mm,7.0000,0.000000,E2.3 - 10
489,R000476,Arandela plana BELLE VILLE 20.5 x 40 x 2.26 mm,42.0000,0.000000,E2.3 - 10
490,R000477,Arandela plana BELLE VILLE 25.4 x 50.0 x 3.0 mm,49.0000,0.000000,E2.3 - 10
491,R000478,Arandela plana BELLE VILLE 14.2 x 28 x 1.5 mm,148.0000,0.000000,E2.3 - 10
492,R000479,Arandela plana BELLE VILLE 8.2 x 15.9 x 1.26 mm,201.0000,0.000000,E2.3 - 10
493,R000480,Arandela plana BELLE VILLE 6.24 x 12.4 x 0.5 mm,205.0000,0.000000,E2.3 - 10
494,R000481,Retenedor 10 x 19 x 7,1.0000,0.000000,E2.3 - 11
495,R000482,Retenedor 12 x 30 x 7,1.0000,0.000000,E2.3 - 11
496,R000483,Retenedor 14 x 28 x 7,4.0000,0.000000,E2.3 - 11
497,R000484,Retenedor 17 x 28 x 7,0.0000,0.000000,E2.3 - 11
498,R000485,Retenedor 17 x 29 x 5,6.0000,0.000000,E2.3 - 11
499,R000486,Retenedor 19 x 25 x 3,0.0000,0.000000,E2.3 - 11
500,R000487,Retenedor 19 x 32 x 7,12.0000,0.000000,E2.3 - 11
501,R000488,Retenedor 20 x 26 x 4,8.0000,31.250000,E2.3 - 11
502,R000489,Retenedor 20 x 29 x 5,2.0000,0.000000,E2.3 - 11
503,R000490,Retenedor 20 x 30 x 5,0.0000,0.000000,E2.3 - 11
504,R000491,Retenedor 20 x 35 x 7,6.0000,0.000000,E2.3 - 11
505,R000492,Retenedor 20 x 40 x 7,6.0000,0.000000,E2.3 - 11
506,R000493,Retenedor 20 x 47 x 8.5,6.0000,0.000000,E2.3 - 11
507,R000494,Retenedor 21 x 27 x 3,0.0000,0.000000,E2.3 - 11
508,R000495,Retenedor 23 x 47 x 8,0.0000,0.000000,E2.3 - 11
509,R000496,Retenedor 25 x 34.5 x 7,1.0000,0.000000,E2.3 - 11
510,R000497,Retenedor 25 x 42 x 7,6.0000,0.000000,E2.3 - 11
511,R000498,Retenedor 27 x 47 x 10,1.0000,0.000000,E2.3 - 11
512,R000499,Retenedor 28 x 52 x 7,7.0000,0.000000,E2.3 - 11
513,R000500,Retenedor 29 x 37 x 6,1.0000,0.000000,E2.3 - 11
514,R000501,Retenedor 30 x 40 x 7,6.0000,0.000000,E2.3 - 11
515,R000502,Retenedor 30 x 42 x 7,2.0000,0.000000,E2.3 - 11
516,R000503,Retenedor 30 x 42 x 8,2.0000,0.000000,E2.3 - 11
517,R000504,Retenedor 30 x 50 x 7,2.0000,0.000000,E2.3 - 11
518,R000505,Retenedor 30 x 55 x 7,2.0000,0.000000,E2.3 - 11
519,R000506,Retenedor 32 x 52 x 7,1.0000,0.000000,E2.3 - 11
520,R000507,Retenedor 35 x 47 x 7,1.0000,0.000000,E2.3 - 11
521,R000508,Retenedor 40 x 55 x 7,2.0000,0.000000,E2.3 - 11
522,R000509,Retenedor 50 x 65 x 8,1.0000,0.000000,E2.3 - 11
523,R000510,Retenedor 58 x 72 x 10,2.0000,0.000000,E2.3 - 11
524,R000511,Retenedor 58 x 90 x 11,1.0000,0.000000,E2.3 - 11
525,R000512,Retenedor 70 x 40 x 7,0.0000,0.000000,E2.3 - 11
526,R000513,Retenedor 80 x 100 x 10,4.0000,0.000000,E2.3 - 11
527,R000514,Resorte 13 mm x 110 mm x 3 mm,3.0000,0.000000,E2.3 - 12
528,R000515,Resorte a compresión 04 mm x 31 mm x 0.5 mm,1.0000,0.000000,E2.3 - 12
529,R000516,Resorte a compresión 06 mm x 20 mm x 1.0 mm,1.0000,0.000000,E2.3 - 12
530,R000517,Resorte a compresión 07 mm x 70 mm x 1.7 mm,2.0000,0.000000,E2.3 - 12
531,R000518,Resorte a compresión 07 mm x 20 mm x 1.0 mm,5.0000,0.000000,E2.3 - 12
532,R000519,Resorte a compresión 08 mm x 70 mm x 0.2 mm,3.0000,0.000000,E2.3 - 12
533,R000520,Resorte a compresión 09 mm x 16 mm x 1.0 mm,1.0000,0.000000,E2.3 - 12
534,R000521,Resorte a compresión 09 mm x 40 mm x 1.0 mm,3.0000,0.000000,E2.3 - 12
535,R000522,Resorte a compresión 1.6 mm x 26 mm x 1.5 mm,1.0000,0.000000,E2.3 - 12
536,R000523,Resorte a compresión 1/4” x 1 1/4” x 1/32”,12.0000,0.000000,E2.3 - 12
537,R000524,Resorte a compresión 10 mm x 36 mm x 0.75 mm,1.0000,0.000000,E2.3 - 12
538,R000525,Resorte a compresión 12 mm x 22 mm x 1.0 mm,8.0000,0.000000,E2.3 - 12
539,R000526,Resorte a compresión 15 mm x 28 mm x 2.0 mm,1.0000,0.000000,E2.3 - 12
540,R000527,Resorte a compresión 18 mm x 48 mm x 3.5 mm,1.0000,0.000000,E2.3 - 12
541,R000528,Resorte a compresión 18 mm x 50 mm x 4.0 mm,3.0000,0.000000,E2.3 - 12
542,R000529,Resorte a compresión 21 mm x 80 mm x 3.0 mm,7.0000,0.000000,E2.3 - 12
543,R000530,Resorte a compresión 23 mm x 20 mm x 03 mm,1.0000,0.000000,E2.3 - 12
544,R000531,Resorte a compresión 3/8” x 2 3/16” x 1/32”,7.0000,0.000000,E2.3 - 12
545,R000532,Resorte a compresión 6.21 mm x 12.65  mm x 1 mm,1.0000,0.000000,E2.3 - 12
546,R000533,Resorte a compresión 7.2 mm x 19 mm x 0.5 mm,6.0000,0.000000,E2.3 - 12
547,R000534,Resorte a compresión 7.3 mm x 6.1 mm x 1.0 mm,1.0000,0.000000,E2.3 - 12
548,R000535,Resorte a compresión 7/16” x 2” x 1/16”,5.0000,0.000000,E2.3 - 12
549,R000536,Resorte a compresión 8.25 mm x 20 mm x 1.3 mm,1.0000,0.000000,E2.3 - 12
550,R000537,Resorte a tensión de 06 mm x 56 mm x 0.3 mm,3.0000,0.000000,E2.3 - 12
551,R000538,Resorte a tensión de 07 mm x 20 mm x 0.3 mm,1.0000,0.000000,E2.3 - 12
552,R000539,Resorte a tensión de 08 mm x 32 mm x 01 mm,1.0000,0.000000,E2.3 - 12
553,R000540,Resorte a tensión de 08 mm x 40 mm x 0.3 mm,4.0000,0.000000,E2.3 - 12
554,R000541,Resorte a tensión de 1/8” x 3 3/4” x 3/128”,1.0000,0.000000,E2.3 - 12
555,R000542,Resorte a tensión de 10 mm x 27 mm x 1.5 mm,1.0000,0.000000,E2.3 - 12
556,R000543,Resorte a tensión de 3.3 mm x 95 mm x 0.2 mm,4.0000,0.000000,E2.3 - 12
557,R000544,Resorte a tensión de 4.0 mm x 77 mm x 0.2 mm,2.0000,0.000000,E2.3 - 12
558,R000545,Resorte a tensión de 4.0 mm x 82 mm x 0.2 mm,3.0000,0.000000,E2.3 - 12
559,R000546,Resorte a tensión de 6.3 mm x 55 mm x 0.2 mm,1.0000,0.000000,E2.3 - 12
560,R000547,Resorte a tensión de Øint 11 mm x largo 111 mm x  Øalam 3 mm x paso 4 mm,1.0000,0.000000,E2.3 - 12
561,R000548,"Variador ALLEN-BRADLEYAF 3 HP, 380-460 V, 3 PH",1.0000,0.000000,E2.4
562,R000549,"Variador FUJIELECTRIC AF – 60 LP MICRO DRIVE 5 HP 200-240 V, 3 PH",2.0000,0.000000,E2.4
563,R000550,"Variador FUJIELECTRIC AF – 60 LP MICRO DRIVE 5.5 HP, 380-480 V, 3 PH",2.0000,0.000000,E2.4
564,R000551,Carcasa para filtro BIGBLUE 20” x 4.5”,1.0000,0.000000,E2.5
565,R000552,Filtro de carbón GRANULEDOG 20” X 4.5”,3.0000,0.000000,E2.5
566,R000553,Filtro de carbón BLOK BC 20” x 4.5”,7.0000,0.000000,E2.5
567,R000554,Manguera TAYGON de 2”,3.0000,0.000000,E3.0
568,R000555,Manguera TAYGON de 1 1/4”,2.0000,0.000000,E3.0
569,R000556,Manguera TAYGON de 1/2”,58.0000,11.161000,E3.0
570,R000557,Manguera TAYGON de 3/8”,15.0000,14.850000,E3.0
571,R000558,Manguera TAYGON de 3/4”,7.0000,0.000000,E3.0
572,R000559,Manguera TAYGON de 1/4”,26.0000,5.491000,E3.0
573,R000560,Manguera transparente Ø 1”,3.0000,44.345000,E3.0
574,R000561,Conector recto hembra,1.0000,0.000000,E3.1
575,R000562,"Lubricadores conexión de 1/2”, BL4000",5.0000,0.000000,E3.1
576,R000563,Retenedor 07 mm x 15 mm x 4 mm,1.0000,0.000000,E3.1
577,R000564,Retenedor 45 mm x 72 mm x 12 mm,1.0000,0.000000,E3.1
578,R000565,Retenedor 88 mm x 98 mm x 8 mm,1.0000,0.000000,E3.1
579,R000566,Distribuidor 03 vías función,2.0000,0.000000,E3.1
580,R000567,Retenedor 20 mm x 28 mm x 4 mm,2.0000,0.000000,E3.1
581,R000568,Retenedor 3 1/8” x 3 7/8” x 3/8” FMI,2.0000,0.000000,E3.1
582,R000569,Retenedor 53 mm x 59 mm x 8 mm,2.0000,0.000000,E3.1
583,R000570,Retenedor 85 mm x 96 mm x 9 mm,2.0000,0.000000,E3.1
584,R000571,Retenedor 90 mm x 115 mm x 12 mm,2.0000,0.000000,E3.1
585,R000572,Cinta para identificación 4.700.0142 de 2”,3.0000,0.000000,E3.1
586,R000573,Dosificador A 2540,3.0000,0.000000,E3.1
587,R000574,Conectores Macho de 1/4” liso hembra,3.0000,0.000000,E3.1
588,R000575,Distribuidor 04 vías FTD,3.0000,0.000000,E3.1
589,R000576,Distribuidor 04 vías función,3.0000,0.000000,E3.1
590,R000577,Retenedor 40 mm x 48 mm x 3 mm,3.0000,0.000000,E3.1
591,R000578,Retenedor 50 mm x 67 mm x 8 mm,3.0000,0.000000,E3.1
592,R000579,Ventosas de 38 mm,3.0000,0.000000,E3.1
593,R000580,Ventosas de 45 mm,3.0000,0.000000,E3.1
594,R000581,Retenedor 90 mm x 105 mm x 9 mm,4.0000,0.000000,E3.1
595,R000582,A 2678 conectores 90°,4.0000,0.000000,E3.1
596,R000583,Dosificador PPD- 0,4.0000,0.000000,E3.1
597,R000584,Retenedor 54 mm x 70 mm x 9.2 mm,5.0000,0.000000,E3.1
598,R000585,Tuerca de compresión 1/4”,5.0000,0.000000,E3.1
599,R000586,Tuerca de compresión de 3/8”,5.0000,0.000000,E3.1
600,R000587,Distribuidor 06 vías función AE-4,10.0000,0.000000,E3.1
601,R000588,Dosificador  FTD 00,12.0000,0.000000,E3.1
602,R000589,Ventosas de 50 mm,14.0000,0.000000,E3.1
603,R000590,Bushing B1371,15.0000,0.000000,E3.1
604,R000591,Anillo de compresión 5/32”,16.0000,0.000000,E3.1
605,R000592,Dosificador FTA 02,17.0000,0.000000,E3.1
606,R000593,Dosificador FTC,18.0000,0.000000,E3.1
607,R000594,Conector recto FT,19.0000,0.000000,E3.1
608,R000595,Distribuidor 04 vías FTA,19.0000,0.000000,E3.1
609,R000596,Dosificador FTG 02,21.0000,0.000000,E3.1
610,R000597,Secciones de freno de laminas,30.0000,0.000000,E3.1
611,R000598,Tuerca de compresión 5/32”,43.0000,0.000000,E3.1
612,R000599,Dosificador FJA 02,59.0000,0.000000,E3.1
613,R000600,Ventosa para FMI de 2” tipo A70 BB 10-B,103.0000,0.000000,E3.1
614,R000601,Castigador de 5/8” x 1 1/2”,1.0000,0.000000,E3.1 – 01
615,R000602,Castigador de 08 x 40 mm,2.0000,0.000000,E3.1 – 01
616,R000603,Castigador de 06 x 14 mm,4.0000,0.000000,E3.1 – 01
617,R000604,Castigador de 3/16” x 1”,4.0000,0.000000,E3.1 – 01
618,R000605,Castigador de 06 x 10 mm,6.0000,0.000000,E3.1 – 01
619,R000606,Castigador de 08 x 08 mm,7.0000,0.000000,E3.1 – 01
620,R000607,Castigador de 04 x 10 mm,8.0000,0.000000,E3.1 – 01
621,R000608,Castigador de 1/4” x 3/8” mm,20.0000,0.000000,E3.1 – 01
622,R000609,Tornillo hexagonal M8 x 30 HN,3.0000,0.000000,E3.1 – 01
623,R000610,Tornillo avellanado Allen M6 x 30 HN,10.0000,0.000000,E3.1 – 01
624,R000611,Tornillo hexagonal M8 x 50 mm HN,3.0000,0.000000,E3.1 – 01
625,R000612,Arandela plana de M12 HG,0.0000,0.000000,E3.1 - 2
626,R000613,Tornillo cilíndrico Allen M06 x 16 mm HN,1.0000,0.000000,E3.1 - 2
627,R000614,Tornillo cilíndrico Allen M06 x 20 mm HN,1.0000,0.000000,E3.1 - 2
628,R000615,Tornillo cónico Allen M06 x 45 mm HN,1.0000,0.000000,E3.1 - 2
629,R000616,Tornillo cónico Allen de 3/16” x 1 1/4” HN,2.0000,0.000000,E3.1 - 2
630,R000617,Tornillo cónico Allen M06 x 15 mm acero inoxidable,2.0000,0.000000,E3.1 - 2
631,R000618,Tornillo cónico Allen M06 x 55 mm HN,2.0000,0.000000,E3.1 - 2
632,R000619,Tornillo hexagonal  3/8” x 1” HG,2.0000,0.000000,E3.1 - 2
633,R000620,Tornillo hexagonal  M10 x 50 mm Acero inoxidable,2.0000,0.000000,E3.1 - 2
634,R000621,Tornillo hexagonal  M10 x 70 mm HG,6.0000,0.000000,E3.1 - 2
635,R000622,Tornillo hexagonal  M10 x 70 mm HN,2.0000,0.000000,E3.1 - 2
636,R000623,Tornillo hexagonal M08 x 50 mm HN,2.0000,0.000000,E3.1 - 2
637,R000624,Tornillo hexagonal M12 x 100 mm HN,2.0000,0.000000,E3.1 - 2
638,R000625,Tuerca hexagonal M10,2.0000,0.000000,E3.1 - 2
639,R000626,Tuerca hexagonal M06,2.0000,0.000000,E3.1 - 2
