id;numero_ot;codigo_actividad;Prioridad;frecuencia_new;dia_semana;semana_mes;mes;dia_mes;actividad;duracion;observaciones;fecha_creacion;;;
631;83;AS681;Alta;Semestral;4;2;5;0;Verificación de cilindro neumático de transporte ;30;Mecánico;2026-01-13 12:11:23;;;
632;83;AS682;Media;Semanal;1;0;0;0;Verificación de fugas en el sistema neumático ;15;Mecánico;2026-01-13 12:11:23;;;
633;138;AS683;Alta;Anual;1;2;3;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
634;138;AS684;Alta;Anual;3;3;6;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
635;138;AS685;Media;Anual;3;2;3;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
636;138;AS686;Alta;Anual;1;2;11;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
637;86;AS687;Alta;Mensual;6;3;0;0;Comprobación de sistema de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
638;86;AS688;Alta;Semanal;4;0;0;0;Limpieza de cadena de rodillos ;20;Mecánico;2026-01-13 12:11:23;;;
639;86;AS689;Alta;Anual;4;4;2;0;Limpieza de sistema de lubricación ;180;Mecánico;2026-01-13 12:11:23;;;
640;86;AS690;Alta;Semanal;6;0;0;0;Lubricación general ;20;Mecánico;2026-01-13 12:11:23;;;
641;86;AS691;Alta;Trimestral;6;2;1;0;Lubricación y verificación engranajes y cojinetes cabezales ;30;Mecánico;2026-01-13 12:11:23;;;
642;86;AS692;Alta;Semanal;6;0;0;0;Verificación de fugas en el sistema neumático ;20;Mecánico;2026-01-13 12:11:23;;;
643;86;AS693;Alta;Mensual;5;3;0;0;Verificación de sprocket ;30;Mecánico;2026-01-13 12:11:23;;;
644;97;AS694;Alta;Diaria;0;0;0;0;Limpieza de platos y shocks de cabezales ;5;Operador;2026-01-13 12:11:23;;;
645;144;AS695;Alta;Anual;6;1;10;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
646;144;AS696;Alta;Mensual;4;3;0;0;Comprobación de sensores ;30;Electricista;2026-01-13 12:11:23;;;
647;144;AS697;Alta;Anual;6;3;10;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
648;144;AS698;Media;Anual;5;3;2;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
649;144;AS699;Alta;Anual;6;1;9;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
650;87;AS700;Alta;Mensual;6;1;0;0;Comprobación de sistema de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
651;87;AS701;Alta;Semanal;6;0;0;0;Limpieza de cadena de rodillos ;20;Mecánico;2026-01-13 12:11:23;;;
652;87;AS702;Alta;Anual;2;4;6;0;Limpieza de sistema de lubricación ;180;Mecánico;2026-01-13 12:11:23;;;
653;87;AS703;Alta;Semanal;5;0;0;0;Lubricación general ;20;Mecánico;2026-01-13 12:11:23;;;
654;87;AS704;Alta;Trimestral;2;3;3;0;Lubricación y verificación engranajes y cojinetes cabezales ;30;Mecánico;2026-01-13 12:11:23;;;
655;87;AS705;Alta;Semanal;5;0;0;0;Verificación de fugas en el sistema neumático ;20;Mecánico;2026-01-13 12:11:23;;;
656;87;AS706;Alta;Mensual;1;2;0;0;Verificación de sprocket ;30;Mecánico;2026-01-13 12:11:23;;;
657;98;AS707;Alta;Diaria;0;0;0;0;Limpieza de platos y shocks de cabezales ;5;Operador;2026-01-13 12:11:23;;;
658;145;AS708;Alta;Anual;6;2;9;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
659;145;AS709;Alta;Mensual;6;2;0;0;Comprobación de sensores ;30;Electricista;2026-01-13 12:11:23;;;
660;145;AS710;Alta;Anual;4;2;11;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
661;145;AS711;Media;Anual;1;3;9;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
662;145;AS712;Alta;Anual;1;2;9;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
663;89;AS713;Alta;Anual;4;3;4;0;Accionamiento de alambre, engrase ruedas dentadas ;60;Mecánico;2026-01-13 12:11:23;;;
664;89;AS714;Alta;Anual;5;3;12;0;Accionamiento Principal ;90;Mecánico;2026-01-13 12:11:23;;;
665;89;AS715;Alta;Mensual;1;4;0;0;Comprobar ajuste y funcionamiento de las poleas de reenvio ;10;Mecánico;2026-01-13 12:11:23;;;
666;89;AS716;Alta;Mensual;4;1;0;0;Comprobar dedos de introducción ;10;Mecánico;2026-01-13 12:11:23;;;
667;89;AS717;Alta;Mensual;5;4;0;0;Comprobar el aislamiento ;90;Mecánico;2026-01-13 12:11:23;;;
668;89;AS718;Alta;Semanal;5;0;0;0;Comprobar el disco en V del freno del alambre ;5;Mecánico;2026-01-13 12:11:23;;;
669;89;AS719;Alta;Semestral;5;4;2;0;Comprobar el filtro de aspiración de bomba de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
670;89;AS720;Alta;Semanal;5;0;0;0;Comprobar el funcionamiento de los sensores de caudal ;5;Mecánico;2026-01-13 12:11:23;;;
671;89;AS721;Alta;Semanal;6;0;0;0;Comprobar el funcionamiento de los trinquetes de avance ;5;Mecánico;2026-01-13 12:11:23;;;
672;89;AS722;Alta;Semanal;3;0;0;0;Comprobar el funcionamiento de presostatos ;5;Mecánico;2026-01-13 12:11:23;;;
673;89;AS723;Alta;Semanal;3;0;0;0;Comprobar el funcionamiento del termóstato ;5;Mecánico;2026-01-13 12:11:23;;;
674;89;AS724;Alta;Semanal;4;0;0;0;Comprobar el juego de rodillos del alimentador/curvador ;5;Mecánico;2026-01-13 12:11:23;;;
675;89;AS725;Alta;Semanal;6;0;0;0;Comprobar el nivel de aceite en los reductores y variadores ;5;Mecánico;2026-01-13 12:11:23;;;
676;89;AS726;Alta;Mensual;4;3;0;0;Comprobar el nivel del HG en cabezal de roldana pendular ;10;Mecánico;2026-01-13 12:11:23;;;
677;89;AS727;Alta;Mensual;5;3;0;0;Comprobar el tensado de todas las correas y cadenas ;10;Mecánico;2026-01-13 12:11:23;;;
678;89;AS728;Alta;Mensual;1;4;0;0;Comprobar la superficie de los rodillos perfiladores ;10;Mecánico;2026-01-13 12:11:23;;;
679;89;AS729;Alta;Semestral;6;3;5;0;Comprobar las cadenas transportadoras ;30;Mecánico;2026-01-13 12:11:23;;;
680;89;AS730;Alta;Mensual;3;1;0;0;Comprobar las levas de cadena en cuanto al desgaste ;10;Mecánico;2026-01-13 12:11:23;;;
681;89;AS731;Alta;Mensual;4;4;0;0;Comprobar los dientes de las fajas ;10;Mecánico;2026-01-13 12:11:23;;;
682;89;AS732;Alta;Semanal;5;0;0;0;Comprobar marcha y tensión mecánica del freno de alambre ;5;Mecánico;2026-01-13 12:11:23;;;
683;89;AS733;Alta;Mensual;1;2;0;0;Engrase central de las cadenas ;10;Mecánico;2026-01-13 12:11:23;;;
684;89;AS734;Alta;Semestral;1;4;6;0;Limpiar el casquillo esférico del portaventosas ;30;Mecánico;2026-01-13 12:11:23;;;
685;89;AS735;Alta;Semestral;3;2;6;0;Limpieza (cambiar) filtro entrada de agua de refrigeración ;30;Mecánico;2026-01-13 12:11:23;;;
686;89;AS736;Alta;Semanal;2;0;0;0;Limpieza de aplicador de nitrógeno en soldadura ;5;Mecánico;2026-01-13 12:11:23;;;
687;89;AS737;Alta;Semestral;3;3;5;0;Limpieza de condensado ;30;Mecánico;2026-01-13 12:11:23;;;
688;89;AS738;Alta;Mensual;3;4;0;0;Limpieza de guías de cadena de rodillos ;10;Mecánico;2026-01-13 12:11:23;;;
689;89;AS739;Alta;Semestral;5;1;2;0;Limpieza filtro tubería de vacío y comprobar las tuberías ;30;Mecánico;2026-01-13 12:11:23;;;
690;89;AS740;Alta;Mensual;5;4;0;0;Limpieza los racores de descarga de la válvula de ;20;Mecánico;2026-01-13 12:11:23;;;
691;89;AS741;Alta;Mensual;1;1;0;0;Limpieza y mantenimiento de sensor de soldadura ;30;Mecánico;2026-01-13 12:11:23;;;
692;89;AS742;Alta;Semanal;5;0;0;0;Lubricación de alimentador ;3;Mecánico;2026-01-13 12:11:23;;;
693;89;AS743;Alta;Semestral;4;4;5;0;Lubricación de cojinetes ;60;Mecánico;2026-01-13 12:11:23;;;
694;89;AS744;Alta;Semanal;3;0;0;0;Lubricación de curvador (rodillos de rolado) ;3;Mecánico;2026-01-13 12:11:23;;;
695;89;AS745;Alta;Semanal;6;0;0;0;Lubricación de poleas de reenvió de las cadenas ;3;Mecánico;2026-01-13 12:11:23;;;
696;89;AS746;Alta;Semanal;6;0;0;0;Lubricación de portaventosas y carro de alimentación ;3;Mecánico;2026-01-13 12:11:23;;;
697;89;AS747;Alta;Semanal;4;0;0;0;Lubricación de troceador o cortador de alambre ;3;Mecánico;2026-01-13 12:11:23;;;
698;89;AS748;Alta;Semanal;3;0;0;0;Lubricación puntos de engrase de trinquete de avance ;3;Mecánico;2026-01-13 12:11:23;;;
699;89;AS749;Alta;Trimestral;6;1;3;0;Mantenimiento Bomba de Vacío ;60;Mecánico;2026-01-13 12:11:23;;;
700;89;AS750;Alta;Semestral;3;2;5;0;Revisión de sistema de enfriamiento ;60;Mecánico;2026-01-13 12:11:23;;;
701;89;AS751;Alta;Anual;5;4;4;0;Sustituir el filtro de aspiración de la bomba de lubricación ;90;Mecánico;2026-01-13 12:11:23;;;
702;89;AS752;Alta;Semanal;3;0;0;0;Verificación de fugas en el sistema neumático ;10;Mecánico;2026-01-13 12:11:23;;;
703;89;AS753;Alta;Anual;6;2;3;0;Verificación de Roldana Pendular ;30;Mecánico;2026-01-13 12:11:23;;;
704;89;AS754;Media;Mensual;1;4;0;0;Limpieza de boquilla ;0;Mecánico;2026-01-13 12:11:23;;;
705;148;AS755;Alta;Anual;1;4;2;0;Accionamiento de alambre, variador ;60;Electricista;2026-01-13 12:11:23;;;
706;148;AS756;Alta;Anual;1;2;5;0;Apretar zonas de transición de corriente atornilladas ;90;Electricista;2026-01-13 12:11:23;;;
707;148;AS757;Alta;Anual;2;4;6;0;Limpieza general de paneles eléctricos ;90;Electricista;2026-01-13 12:11:23;;;
708;148;AS758;Alta;Anual;2;1;1;0;Limpieza mandos electrónicos ;90;Electricista;2026-01-13 12:11:23;;;
709;148;AS759;Alta;Anual;6;1;5;0;Revisión de motores ;90;Electricista;2026-01-13 12:11:23;;;
710;148;AS760;Alta;Anual;5;2;4;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
711;148;AS761;Alta;Anual;4;1;3;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
712;148;AS762;Media;Anual;1;3;2;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
713;148;AS763;Alta;Anual;3;2;4;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
714;196;AS764;Alta;Diaria;0;0;0;0;Comprobar y limpiar la ranura del alambre en los cabezales ;2;Operador;2026-01-13 12:11:23;;;
715;196;AS765;Alta;Diaria;0;0;0;0;Limpiar o girar los discos limpiadores de alambre ;2;Operador;2026-01-13 12:11:23;;;
716;196;AS766;Alta;Diaria;0;0;0;0;Limpieza de rodillos del alimentador y formadora de cuerpos;2;Operador;2026-01-13 12:11:23;;;
717;90;AS767;Alta;Mensual;4;2;0;0;Comprobación de conexiones neumáticas ;20;Mecánico;2026-01-13 12:11:23;;;
718;90;AS768;Alta;Mensual;5;1;0;0;Comprobación de sistema de enfriamiento ;20;Mecánico;2026-01-13 12:11:23;;;
719;90;AS769;Alta;Mensual;3;3;0;0;Comprobar los dientes de las fajas ;10;Mecánico;2026-01-13 12:11:23;;;
720;90;AS770;Alta;Mensual;1;4;0;0;Lubricación de cilindros superiores de amortiguamiento ;20;Mecánico;2026-01-13 12:11:23;;;
721;90;AS771;Alta;Semanal;5;0;0;0;Lubricación general ;20;Mecánico;2026-01-13 12:11:23;;;
722;90;AS772;Alta;Trimestral;6;4;3;0;Rectificación de Electrodo ;240;Mecánico;2026-01-13 12:11:23;;;
723;90;AS773;Alta;Mensual;5;1;0;0;Revisión de rodillos de cilindros ;10;Mecánico;2026-01-13 12:11:23;;;
724;90;AS774;Alta;Semanal;5;0;0;0;Verificación de fugas en el sistema neumático ;20;Mecánico;2026-01-13 12:11:23;;;
725;104;AS775;Alta;Diaria;0;0;0;0;Lubricación de rodillos de levas ;5;Operador;2026-01-13 12:11:23;;;
726;150;AS776;Alta;Anual;6;3;1;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
727;150;AS777;Alta;Mensual;2;4;0;0;Comprobación de sensores ;20;Electricista;2026-01-13 12:11:23;;;
728;150;AS778;Alta;Anual;2;3;4;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
729;150;AS779;Media;Anual;1;3;9;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
730;150;AS780;Alta;Anual;3;1;7;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
731;197;AS781;Alta;Diaria;0;0;0;0;Limpieza de electrodos ;5;Operador;2026-01-13 12:11:23;;;
732;197;AS782;Alta;Diaria;0;0;0;0;Limpieza de transportadores ;5;Operador;2026-01-13 12:11:23;;;
733;93;AS783;Alta;Semestral;4;4;5;0;Comprobación de imanes ;30;Mecánico;2026-01-13 12:11:23;;;
734;93;AS784;Alta;Semanal;3;0;0;0;Limpieza de cinta transportadora ;10;Mecánico;2026-01-13 12:11:23;;;
735;93;AS785;Alta;Mensual;6;2;0;0;Limpieza y verificación de guías para traslado de  envase;15;Mecánico;2026-01-13 12:11:23;;;
736;93;AS786;Alta;Mensual;6;3;0;0;Limpieza y verificación de rodillos ;10;Mecánico;2026-01-13 12:11:23;;;
737;93;AS787;Alta;Mensual;2;1;0;0;Lubricación de chumaceras y cojinetes ;15;Mecánico;2026-01-13 12:11:23;;;
738;93;AS788;Alta;Trimestral;5;2;1;0;Lubricación de sprocket y cadena de rodillos ;20;Mecánico;2026-01-13 12:11:23;;;
739;158;AS789;Alta;Anual;4;4;7;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
740;158;AS790;Alta;Anual;5;3;10;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
741;158;AS791;Media;Anual;1;4;1;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
742;158;AS792;Alta;Anual;4;3;7;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
743;96;AS793;Alta;Mensual;6;4;0;0;Limpieza de condensador ;30;Mecánico;2026-01-13 12:11:23;;;
744;96;AS794;Alta;Mensual;1;1;0;0;Limpieza de ductos y mangueras ;30;Mecánico;2026-01-13 12:11:23;;;
745;96;AS795;Alta;Mensual;6;2;0;0;Limpieza de filtros ;30;Mecánico;2026-01-13 12:11:23;;;
746;96;AS796;Alta;Mensual;6;2;0;0;Verificación de niveles, temperatura, presión, refrigerante ;15;Mecánico;2026-01-13 12:11:23;;;
747;161;AS797;Alta;Anual;3;3;4;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
748;161;AS798;Alta;Anual;2;3;12;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
749;161;AS799;Media;Anual;3;1;10;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
750;161;AS800;Alta;Anual;5;1;6;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
751;105;AS801;Alta;Mensual;3;1;0;0;Limpieza de guías, poleas y rodamientos de cintas transporte ;5;Mecánico ;2026-01-13 12:11:23;;;
752;105;AS802;Alta;Semanal;5;0;0;0;Lubricacion general ;5;Mecánico;2026-01-13 12:11:23;;;
753;105;AS803;Media;Semanal;3;0;0;0;Verificación de fugas en el sistema neumático ;5;Mecánico;2026-01-13 12:11:23;;;
754;123;AS804;Alta;Anual;1;4;10;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
755;123;AS805;Alta;Anual;1;3;5;0;Limpieza de mandos electrónicos ;30;Electricista ;2026-01-13 12:11:23;;;
756;123;AS806;Media;Anual;2;3;8;0;Limpieza general de paneles eléctricos ;30;Electricista ;2026-01-13 12:11:23;;;
757;123;AS807;Alta;Anual;5;4;6;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
758;198;AS808;Alta;Diaria;0;0;0;0;Limpieza de aplicador de barniz ;5;Operador;2026-01-13 12:11:23;;;
759;106;AS809;Alta;Quincenal;4;2;0;0;Limpieza de filtros de bomba de bacio ;60;Mecánico ;2026-01-13 12:11:23;;;
760;106;AS810;Alta;Mensual;5;3;0;0;Limpieza filtros ;30;Mecánico;2026-01-13 12:11:23;;;
761;106;AS811;Alta;Quincenal;4;1;0;0;Limpieza mangueras y ductos de polvos ;60;Mecánico ;2026-01-13 12:11:23;;;
762;106;AS812;Media;Semanal;5;0;0;0;Verificación de fugas en el sistema neumático ;30;Mecánico;2026-01-13 12:11:23;;;
763;126;AS813;Alta;Anual;6;3;2;0;Apretar zonas de transición de corriente atornilladas ;60;Electricista;2026-01-13 12:11:23;;;
764;126;AS814;Alta;Anual;1;3;12;0;Limpieza de mandos electrónicos ;60;Electricista ;2026-01-13 12:11:23;;;
765;126;AS815;Media;Anual;3;1;1;0;Limpieza general de paneles eléctricos ;60;Electricista;2026-01-13 12:11:23;;;
766;126;AS816;Alta;Anual;6;2;3;0;Revisión de motores ;180;Electricista;2026-01-13 12:11:23;;;
767;200;AS817;Alta;Diaria;0;0;0;0;Limpieza de brazo aplicador de polvo ;2;Operador ;2026-01-13 12:11:23;;;
768;79;AS818;Alta;Mensual;2;3;0;0;Comprobación de conexiones neumáticas ;60;Mecánico;2026-01-13 12:11:23;;;
769;79;AS819;Alta;Semanal;1;0;0;0;Verificación de fugas en el sistema neumático ;10;Mecánico;2026-01-13 12:11:23;;;
770;128;AS820;Alta;Anual;3;2;9;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
771;128;AS821;Alta;Anual;3;4;3;0;Limpieza de mandos electrónicos ;30;Electricista ;2026-01-13 12:11:23;;;
772;128;AS822;Media;Anual;5;2;1;0;Limpieza general de paneles eléctricos ;30;Electricista ;2026-01-13 12:11:23;;;
773;128;AS823;Alta;Anual;6;1;2;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
774;201;AS824;Alta;Diaria;0;0;0;0;Limpieza de alimentador ;5;Operador ;2026-01-13 12:11:23;;;
775;201;AS825;Alta;Diaria;0;0;0;0;Limpieza de platos y shocks ;5;Operador ;2026-01-13 12:11:23;;;
776;201;AS826;Alta;Mensual;3;1;0;0;Lubricación de cojinetes y engranaje ;60;Operador ;2026-01-13 12:11:23;;;
777;201;AS827;Alta;Semanal;6;0;0;0;Lubricación de shocks ;30;Operador ;2026-01-13 12:11:23;;;
778;109;AS828;Alta;Mensual;6;4;0;0;Limpieza de boquillas del quemador ;30;Mecánico;2026-01-13 12:11:23;;;
779;109;AS829;Alta;Mensual;6;2;0;0;Limpieza de ventiladores ;30;Mecánico;2026-01-13 12:11:23;;;
780;109;AS830;Alta;Mensual;4;4;0;0;Limpieza y revisión de cintas transportadoras ;30;Mecánico;2026-01-13 12:11:23;;;
781;109;AS831;Alta;Mensual;5;4;0;0;Lubricación de rodos y chumaceras ;90;Mecánico;2026-01-13 12:11:23;;;
782;109;AS832;Alta;Semestral;6;3;6;0;Verificación de cilindro neumático de transporte ;30;Mecánico;2026-01-13 12:11:23;;;
783;109;AS833;Media;Semanal;5;0;0;0;Verificación de fugas en el sistema neumático ;15;Mecánico;2026-01-13 12:11:23;;;
784;139;AS834;Alta;Anual;3;2;8;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
785;139;AS835;Alta;Anual;3;2;6;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
786;139;AS836;Media;Anual;1;1;10;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
787;139;AS837;Alta;Anual;1;1;8;0;Revisión de motores ;30;Electricista;2026-01-13 12:11:23;;;
788;88;AS838;Alta;Mensual;2;4;0;0;Comprobación de sistema de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
789;88;AS839;Alta;Semanal;6;0;0;0;Limpieza de cadena de rodillos ;20;Mecánico;2026-01-13 12:11:23;;;
790;88;AS840;Alta;Anual;5;3;8;0;Limpieza de sistema de lubricación ;180;Mecánico;2026-01-13 12:11:23;;;
791;88;AS841;Alta;Semanal;2;0;0;0;Lubricación general ;20;Mecánico;2026-01-13 12:11:23;;;
792;88;AS842;Alta;Trimestral;4;4;3;0;Lubricación y verificación engranajes y cojinetes cabezales ;30;Mecánico;2026-01-13 12:11:23;;;
793;88;AS843;Alta;Semanal;1;0;0;0;Verificación de fugas en el sistema neumático ;20;Mecánico;2026-01-13 12:11:23;;;
794;88;AS844;Alta;Mensual;2;3;0;0;Verificación de sprocket ;30;Mecánico;2026-01-13 12:11:23;;;
795;146;AS845;Alta;Anual;3;4;11;0;Apretar zonas de transición de corriente atornilladas ;30;Electricista;2026-01-13 12:11:23;;;
796;146;AS846;Alta;Mensual;5;2;0;0;Comprobación de sensores ;30;Electricista;2026-01-13 12:11:23;;;
797;146;AS847;Alta;Anual;1;3;5;0;Limpieza de mandos electrónicos ;30;Electricista;2026-01-13 12:11:23;;;
798;146;AS848;Media;Anual;2;2;8;0;Limpieza general de paneles eléctricos ;30;Electricista;2026-01-13 12:11:23;;;
799;146;AS849;Alta;Anual;6;2;1;0;Revisión de motor ;30;Electricista;2026-01-13 12:11:23;;;
800;204;AS850;Alta;Diaria;0;0;0;0;Limpieza de platos y shocks de cabezales ;5;Operador;2026-01-13 12:11:23;;;
801;112;AS851;Alta;Anual;3;1;6;0;Accionamiento de alambre, engrase ruedas dentadas ;60;Mecánico;2026-01-13 12:11:23;;;
802;112;AS852;Alta;Anual;5;2;3;0;Accionamiento Principal ;90;Mecánico;2026-01-13 12:11:23;;;
803;112;AS853;Alta;Mensual;4;1;0;0;Comprobar ajuste y funcionamiento de las poleas de reenvio ;10;Mecánico;2026-01-13 12:11:23;;;
804;112;AS854;Alta;Mensual;5;1;0;0;Comprobar dedos de introducción ;10;Mecánico;2026-01-13 12:11:23;;;
805;112;AS855;Alta;Mensual;3;1;0;0;Comprobar el aislamiento ;90;Mecánico;2026-01-13 12:11:23;;;
806;112;AS856;Alta;Semanal;2;0;0;0;Comprobar el disco en V del freno del alambre ;5;Mecánico;2026-01-13 12:11:23;;;
807;112;AS857;Alta;Semestral;3;4;3;0;Comprobar el filtro de aspiración de bomba de lubricación ;30;Mecánico;2026-01-13 12:11:23;;;
808;112;AS858;Alta;Semanal;2;0;0;0;Comprobar el funcionamiento de los sensores de caudal ;5;Mecánico;2026-01-13 12:11:23;;;
809;112;AS859;Alta;Semanal;3;0;0;0;Comprobar el funcionamiento de los trinquetes de avance ;5;Mecánico;2026-01-13 12:11:23;;;
810;112;AS860;Alta;Semanal;1;0;0;0;Comprobar el funcionamiento de presostatos ;5;Mecánico;2026-01-13 12:11:23;;;
811;112;AS861;Alta;Semanal;5;0;0;0;Comprobar el funcionamiento del termóstato ;5;Mecánico;2026-01-13 12:11:23;;;
812;112;AS862;Alta;Semanal;1;0;0;0;Comprobar el juego de rodillos del alimentador/curvador ;5;Mecánico;2026-01-13 12:11:23;;;
813;112;AS863;Alta;Semanal;3;0;0;0;Comprobar el nivel de aceite en los reductores y variadores ;5;Mecánico;2026-01-13 12:11:23;;;
814;112;AS864;Alta;Mensual;6;2;0;0;Comprobar el nivel del HG en cabezal de roldana pendular ;10;Mecánico;2026-01-13 12:11:23;;;
815;112;AS865;Alta;Mensual;5;1;0;0;Comprobar el tensado de todas las correas y cadenas ;10;Mecánico;2026-01-13 12:11:23;;;
816;112;AS866;Alta;Mensual;3;1;0;0;Comprobar la superficie de los rodillos perfiladores ;10;Mecánico;2026-01-13 12:11:23;;;
817;112;AS867;Alta;Semestral;3;3;3;0;Comprobar las cadenas transportadoras ;30;Mecánico;2026-01-13 12:11:23;;;
818;112;AS868;Alta;Mensual;6;1;0;0;Comprobar las levas de cadena en cuanto al desgaste ;10;Mecánico;2026-01-13 12:11:23;;;
819;112;AS869;Alta;Mensual;6;2;0;0;Comprobar los dientes de las fajas ;10;Mecánico;2026-01-13 12:11:23;;;
820;112;AS870;Alta;Semanal;1;0;0;0;Comprobar marcha y tensión mecánica del freno de alambre ;5;Mecánico;2026-01-13 12:11:23;;;
821;112;AS871;Alta;Mensual;6;4;0;0;Engrase central de las cadenas ;10;Mecánico;2026-01-13 12:11:23;;;
822;112;AS872;Alta;Semestral;4;1;1;0;Limpiar el casquillo esférico del portaventosas ;30;Mecánico;2026-01-13 12:11:23;;;
823;112;AS873;Alta;Semestral;1;2;5;0;Limpieza (cambiar) filtro entrada de agua de refrigeración ;30;Mecánico;2026-01-13 12:11:23;;;
824;112;AS874;Alta;Semanal;4;0;0;0;Limpieza de aplicador de nitrógeno en soldadura ;5;Mecánico;2026-01-13 12:11:23;;;
825;112;AS875;Alta;Semestral;2;2;2;0;Limpieza de condensado ;30;Mecánico;2026-01-13 12:11:23;;;
826;112;AS876;Alta;Mensual;4;3;0;0;Limpieza de guías de cadena de rodillos ;10;Mecánico;2026-01-13 12:11:23;;;
827;112;AS877;Alta;Semestral;1;1;3;0;Limpieza filtro tubería de vacío y comprobar las tuberías ;30;Mecánico;2026-01-13 12:11:23;;;
828;112;AS878;Alta;Mensual;2;1;0;0;Limpieza los racores de descarga de la válvula de ;20;Mecánico;2026-01-13 12:11:23;;;
829;112;AS879;Alta;Mensual;1;4;0;0;Limpieza y mantenimiento de sensor de soldadura ;30;Mecánico;2026-01-13 12:11:23;;;
830;112;AS880;Alta;Semanal;6;0;0;0;Lubricación de alimentador ;3;Mecánico;2026-01-13 12:11:23;;;
831;112;AS881;Alta;Semestral;5;4;4;0;Lubricación de cojinetes ;60;Mecánico;2026-01-13 12:11:23;;;
832;112;AS882;Alta;Semanal;1;0;0;0;Lubricación de curvador (rodillos de rolado) ;3;Mecánico;2026-01-13 12:11:23;;;
833;112;AS883;Alta;Semanal;3;0;0;0;Lubricación de poleas de reenvió de las cadenas ;3;Mecánico;2026-01-13 12:11:23;;;
834;112;AS884;Alta;Semanal;2;0;0;0;Lubricación de portaventosas y carro de alimentación ;3;Mecánico;2026-01-13 12:11:23;;;
835;112;AS885;Alta;Semanal;4;0;0;0;Lubricación de troceador o cortador de alambre ;3;Mecánico;2026-01-13 12:11:23;;;
836;112;AS886;Alta;Semanal;5;0;0;0;Lubricación puntos de engrase de trinquete de avance ;3;Mecánico;2026-01-13 12:11:23;;;
837;112;AS887;Alta;Trimestral;4;1;3;0;Mantenimiento Bomba de Vacío ;60;Mecánico;2026-01-13 12:11:23;;;
838;112;AS888;Alta;Semestral;6;1;1;0;Revisión de sistema de enfriamiento ;60;Mecánico;2026-01-13 12:11:23;;;
839;112;AS889;Alta;Anual;4;1;8;0;Sustituir el filtro de aspiración de la bomba de lubricación ;90;Mecánico;2026-01-13 12:11:23;;;
840;112;AS890;Alta;Semanal;4;0;0;0;Verificación de fugas en el sistema neumático ;10;Mecánico;2026-01-13 12:11:23;;;
841;112;AS891;Alta;Anual;6;3;12;0;Verificación de Roldana Pendular ;30;Mecánico;2026-01-13 12:11:23;;;
